movieId,title,genres
1088,Dirty Dancing (1987),Drama|Musical|Romance
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller
1090,Platoon (1986),Drama|War
1091,Weekend at Bernie's (1989),Comedy
1092,Basic Instinct (1992),Crime|Mystery|Thriller
1093,"Doors, The (1991)",Drama
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
1095,Glengarry Glen Ross (1992),Drama
1096,Sophie's Choice (1982),Drama
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1100,Days of Thunder (1990),Action|Drama|Romance
1101,Top Gun (1986),Action|Romance
1103,Rebel Without a Cause (1955),Drama
1104,"Streetcar Named Desire, A (1951)",Drama
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1113,"Associate, The (1996)",Comedy
1114,"Funeral, The (1996)",Crime|Drama
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama
1121,Glory Daze (1995),Drama
1124,On Golden Pond (1981),Drama
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime
1126,Drop Dead Fred (1991),Comedy|Fantasy
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1128,"Fog, The (1980)",Horror
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1130,"Howling, The (1980)",Horror|Mystery
1131,Jean de Florette (1986),Drama|Mystery
1132,Manon of the Spring (Manon des sources) (1986),Drama
1135,Private Benjamin (1980),Comedy
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1147,When We Were Kings (1996),Documentary
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War
1168,Bad Moon (1996),Action|Adventure|Horror
1169,American Dream (1990),Documentary
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
1175,Delicatessen (1991),Comedy|Drama|Romance
1177,Enchanted April (1992),Drama|Romance
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
1183,"English Patient, The (1996)",Drama|Romance|War
1185,My Left Foot (1989),Drama
1186,"Sex, Lies, and Videotape (1989)",Drama
1187,Passion Fish (1992),Drama
1188,Strictly Ballroom (1992),Comedy|Romance
1189,"Thin Blue Line, The (1988)",Documentary
1192,Paris Is Burning (1990),Documentary
1193,One Flew Over the Cuckoo's Nest (1975),Drama
1194,Cheech and Chong's Up in Smoke (1978),Comedy
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1199,Brazil (1985),Fantasy|Sci-Fi
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
1203,12 Angry Men (1957),Drama
1204,Lawrence of Arabia (1962),Adventure|Drama|War
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1207,To Kill a Mockingbird (1962),Drama
1208,Apocalypse Now (1979),Action|Drama|War
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
1213,Goodfellas (1990),Crime|Drama
1214,Alien (1979),Horror|Sci-Fi
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
1217,Ran (1985),Drama|War
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
1219,Psycho (1960),Crime|Horror
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
1221,"Godfather: Part II, The (1974)",Crime|Drama
1222,Full Metal Jacket (1987),Drama|War
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
1224,Henry V (1989),Action|Drama|Romance|War
1225,Amadeus (1984),Drama
1227,Once Upon a Time in America (1984),Crime|Drama
1228,Raging Bull (1980),Drama
1230,Annie Hall (1977),Comedy|Romance
1231,"Right Stuff, The (1983)",Drama
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1234,"Sting, The (1973)",Comedy|Crime
1235,Harold and Maude (1971),Comedy|Drama|Romance
1236,Trust (1990),Comedy|Drama|Romance
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1238,Local Hero (1983),Comedy
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1242,Glory (1989),Drama|War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1244,Manhattan (1979),Comedy|Drama|Romance
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1246,Dead Poets Society (1989),Drama
1247,"Graduate, The (1967)",Comedy|Drama|Romance
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1251,8 1/2 (8½) (1963),Drama|Fantasy
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi
1256,Duck Soup (1933),Comedy|Musical|War
1257,Better Off Dead... (1985),Comedy|Romance
1258,"Shining, The (1980)",Horror
1259,Stand by Me (1986),Adventure|Drama
1260,M (1931),Crime|Film-Noir|Thriller
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
1263,"Deer Hunter, The (1978)",Drama|War
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1265,Groundhog Day (1993),Comedy|Fantasy|Romance
1266,Unforgiven (1992),Drama|Western
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
1268,Pump Up the Volume (1990),Comedy|Drama
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama
1272,Patton (1970),Drama|War
1273,Down by Law (1986),Comedy|Drama|Film-Noir
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi
1275,Highlander (1986),Action|Adventure|Fantasy
1276,Cool Hand Luke (1967),Drama
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance
1278,Young Frankenstein (1974),Comedy|Fantasy
1279,Night on Earth (1991),Comedy|Drama
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
1282,Fantasia (1940),Animation|Children|Fantasy|Musical
1283,High Noon (1952),Drama|Western
1285,Heathers (1989),Comedy
1286,Somewhere in Time (1980),Drama|Romance
1287,Ben-Hur (1959),Action|Adventure|Drama
1288,This Is Spinal Tap (1984),Comedy
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
1292,Being There (1979),Comedy|Drama
1293,Gandhi (1982),Drama
1296,"Room with a View, A (1986)",Drama|Romance
1297,Real Genius (1985),Comedy
1298,Pink Floyd: The Wall (1982),Drama|Musical
1299,"Killing Fields, The (1984)",Drama|War
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
1301,Forbidden Planet (1956),Drama|Sci-Fi
1302,Field of Dreams (1989),Children|Drama|Fantasy
1303,"Man Who Would Be King, The (1975)",Adventure|Drama
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
1305,"Paris, Texas (1984)",Drama|Romance
1307,When Harry Met Sally... (1989),Comedy|Romance
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror
1330,April Fool's Day (1986),Horror
1331,Audrey Rose (1977),Horror
1333,"Birds, The (1963)",Horror|Thriller
1336,Body Parts (1991),Horror|Thriller
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
1342,Candyman (1992),Horror|Thriller
1343,Cape Fear (1991),Thriller
1344,Cape Fear (1962),Crime|Drama|Thriller
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1350,"Omen, The (1976)",Horror|Mystery|Thriller
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
1354,Breaking the Waves (1996),Drama|Mystery
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1357,Shine (1996),Drama|Romance
1358,Sling Blade (1996),Drama
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1366,"Crucible, The (1996)",Drama
1367,101 Dalmatians (1996),Adventure|Children|Comedy
1370,Die Hard 2 (1990),Action|Adventure|Thriller
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
1377,Batman Returns (1992),Action|Crime
1378,Young Guns (1988),Action|Comedy|Western
1379,Young Guns II (1990),Action|Western
1380,Grease (1978),Comedy|Musical|Romance
1382,Marked for Death (1990),Action|Drama
1385,Under Siege (1992),Action|Drama|Thriller
1387,Jaws (1975),Action|Horror
1388,Jaws 2 (1978),Horror|Thriller
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1393,Jerry Maguire (1996),Drama|Romance
1394,Raising Arizona (1987),Comedy
1395,Tin Men (1987),Comedy|Drama
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1401,Ghosts of Mississippi (1996),Drama
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1406,"Judgement in Stone, A (Cérémonie, La) (1995)",Drama
1407,Scream (1996),Comedy|Horror|Mystery|Thriller
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1409,Michael (1996),Comedy|Drama|Fantasy|Romance
1411,Hamlet (1996),Crime|Drama|Romance
1414,Mother (1996),Comedy
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1416,Evita (1996),Drama|Musical
1417,"Portrait of a Lady, The (1996)",Drama
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
1425,Fierce Creatures (1997),Comedy
1427,Turbulence (1997),Action|Thriller
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller
1438,Dante's Peak (1997),Action|Thriller
1441,Benny & Joon (1993),Comedy|Romance
1446,Kolya (Kolja) (1996),Comedy|Drama
1449,Waiting for Guffman (1996),Comedy
1457,Fools Rush In (1997),Comedy|Drama|Romance
1458,Touch (1997),Drama|Fantasy|Romance
1459,Absolute Power (1997),Mystery|Thriller
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
1466,Donnie Brasco (1997),Crime|Drama
1476,Private Parts (1997),Comedy|Drama
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
1480,Smilla's Sense of Snow (1997),Drama|Thriller
1483,Crash (1996),Drama|Thriller
1485,Liar Liar (1997),Comedy
1486,"Quiet Room, The (1996)",Drama
1487,Selena (1997),Drama|Musical
1488,"Devil's Own, The (1997)",Action|Drama|Thriller
1499,Anaconda (1997),Action|Adventure|Thriller
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",Comedy|Romance
1513,Romy and Michele's High School Reunion (1997),Comedy
1515,Volcano (1997),Action|Drama|Thriller
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1518,Breakdown (1997),Action|Thriller
1519,Broken English (1996),Drama
1525,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1533,"Promise, The (La promesse) (1996)",Drama
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
1539,Twin Town (1997),Comedy|Crime
1541,Addicted to Love (1997),Comedy|Romance
1542,Brassed Off (1996),Comedy|Drama|Romance
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1545,Ponette (1996),Drama
1549,Rough Magic (1995),Drama|Romance
1552,Con Air (1997),Action|Adventure|Thriller
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
1569,My Best Friend's Wedding (1997),Comedy|Romance
1573,Face/Off (1997),Action|Crime|Drama|Thriller
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1584,Contact (1997),Drama|Sci-Fi
1586,G.I. Jane (1997),Action|Drama
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
1589,Cop Land (1997),Action|Crime|Drama|Thriller
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1593,Picture Perfect (1997),Comedy|Romance
1594,In the Company of Men (1997),Comedy|Drama
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1598,Desperate Measures (1998),Crime|Drama|Thriller
1603,Mimic (1997),Horror|Sci-Fi|Thriller
1605,Excess Baggage (1997),Adventure|Romance
1608,Air Force One (1997),Action|Thriller
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1611,My Own Private Idaho (1991),Drama|Romance
1614,In & Out (1997),Comedy
1615,"Edge, The (1997)",Adventure|Drama
1616,"Peacemaker, The (1997)",Action|Thriller|War
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1619,Seven Years in Tibet (1997),Adventure|Drama|War
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1625,"Game, The (1997)",Drama|Mystery|Thriller
1626,Fire Down Below (1997),Action|Drama|Thriller
1627,U Turn (1997),Crime|Drama|Mystery
1632,"Smile Like Yours, A (1997)",Comedy|Romance
1633,Ulee's Gold (1997),Drama
1635,"Ice Storm, The (1997)",Drama
1636,Stag (1997),Action|Thriller
1639,Chasing Amy (1997),Comedy|Drama|Romance
1641,"Full Monty, The (1997)",Comedy|Drama
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1645,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller
1647,Playing God (1997),Crime|Drama|Thriller
1649,"Fast, Cheap & Out of Control (1997)",Documentary
1650,Washington Square (1997),Drama
1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1660,Eve's Bayou (1997),Drama
1661,Switchback (1997),Crime|Mystery|Thriller
1663,Stripes (1981),Comedy|War
1672,"Rainmaker, The (1997)",Drama
1673,Boogie Nights (1997),Drama
1674,Witness (1985),Drama|Romance|Thriller
1676,Starship Troopers (1997),Action|Sci-Fi
1678,"Joy Luck Club, The (1993)",Drama|Romance
1680,Sliding Doors (1998),Drama|Romance
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1683,"Wings of the Dove, The (1997)",Drama|Romance
1687,"Jackal, The (1997)",Action|Thriller
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1693,Amistad (1997),Drama|Mystery
1694,"Apostle, The (1997)",Drama
1695,Artemisia (1997),Drama
1701,Deconstructing Harry (1997),Comedy|Drama
1702,Flubber (1997),Children|Comedy|Fantasy
1704,Good Will Hunting (1997),Drama|Romance
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1719,"Sweet Hereafter, The (1997)",Drama
1721,Titanic (1997),Drama|Romance
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1727,"Horse Whisperer, The (1998)",Drama|Romance
1729,Jackie Brown (1997),Crime|Drama|Thriller
1732,"Big Lebowski, The (1998)",Comedy|Crime
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1735,Great Expectations (1998),Drama|Romance
1747,Wag the Dog (1997),Comedy
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1750,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi
1752,Hard Rain (1998),Action|Crime|Thriller
1753,Half Baked (1998),Comedy
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller
1762,Deep Rising (1998),Action|Horror|Sci-Fi
1777,"Wedding Singer, The (1998)",Comedy|Romance
1779,Sphere (1998),Sci-Fi|Thriller
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
1784,As Good as It Gets (1997),Comedy|Drama|Romance
1788,Men with Guns (1997),Action|Drama
1794,Love and Death on Long Island (1997),Comedy|Drama
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
1804,"Newton Boys, The (1998)",Crime|Drama
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
1810,Primary Colors (1998),Comedy|Drama
1825,"Player's Club, The (1998)",Comedy|Drama
1831,Lost in Space (1998),Action|Adventure|Sci-Fi
1833,Mercury Rising (1998),Action|Drama|Thriller
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1835,City of Angels (1998),Drama|Fantasy|Romance
1840,He Got Game (1998),Drama
1841,"Gingerbread Man, The (1998)",Drama|Thriller
1845,Zero Effect (1998),Comedy|Mystery|Thriller
1846,Nil By Mouth (1997),Drama
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
1856,Kurt & Courtney (1998),Documentary
1860,Character (Karakter) (1997),Drama
1862,Species II (1998),Horror|Sci-Fi
1871,"Friend of the Deceased, A (Priyatel pokonika) (1997)",Comedy|Drama
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
1882,Godzilla (1998),Action|Sci-Fi|Thriller
1883,Bulworth (1998),Comedy|Drama|Romance
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1888,Hope Floats (1998),Comedy|Drama|Romance
1892,"Perfect Murder, A (1998)",Thriller
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1904,Henry Fool (1997),Comedy|Drama
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1911,Dr. Dolittle (1998),Comedy
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1913,Picnic at Hanging Rock (1975),Drama|Mystery
1914,Smoke Signals (1998),Comedy|Drama
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1921,Pi (1998),Drama|Sci-Fi|Thriller
1923,There's Something About Mary (1998),Comedy|Romance
1931,Mutiny on the Bounty (1935),Adventure|Drama
1932,"Great Ziegfeld, The (1936)",Drama|Musical
1939,"Best Years of Our Lives, The (1946)",Drama|War
1944,From Here to Eternity (1953),Drama|Romance|War
1945,On the Waterfront (1954),Crime|Drama
1947,West Side Story (1961),Drama|Musical|Romance
1948,Tom Jones (1963),Adventure|Comedy|Romance
1949,"Man for All Seasons, A (1966)",Drama
1950,In the Heat of the Night (1967),Drama|Mystery
1952,Midnight Cowboy (1969),Drama
1953,"French Connection, The (1971)",Action|Crime|Thriller
1954,Rocky (1976),Drama
1955,Kramer vs. Kramer (1979),Drama
1956,Ordinary People (1980),Drama
1957,Chariots of Fire (1981),Drama
1958,Terms of Endearment (1983),Comedy|Drama
1959,Out of Africa (1985),Drama|Romance
1960,"Last Emperor, The (1987)",Drama
1961,Rain Man (1988),Drama
1962,Driving Miss Daisy (1989),Drama
1963,Take the Money and Run (1969),Comedy|Crime
1964,Klute (1971),Drama|Mystery
1965,Repo Man (1984),Comedy|Sci-Fi
1967,Labyrinth (1986),Adventure|Fantasy|Musical
1968,"Breakfast Club, The (1985)",Comedy|Drama
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
1974,Friday the 13th (1980),Horror|Mystery|Thriller
1975,Friday the 13th Part 2 (1981),Horror
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror
1982,Halloween (1978),Horror
1983,Halloween II (1981),Horror
1984,Halloween III: Season of the Witch (1982),Horror
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror
1991,Child's Play (1988),Horror|Thriller
1994,Poltergeist (1982),Horror|Thriller
1995,Poltergeist II: The Other Side (1986),Horror|Thriller
1996,Poltergeist III (1988),Horror|Thriller
1997,"Exorcist, The (1973)",Horror|Mystery
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
2003,Gremlins (1984),Comedy|Horror
2004,Gremlins 2: The New Batch (1990),Comedy|Horror
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
2010,Metropolis (1927),Drama|Sci-Fi
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
2018,Bambi (1942),Animation|Children|Drama
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
2020,Dangerous Liaisons (1988),Drama|Romance
2021,Dune (1984),Adventure|Sci-Fi
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
2025,Lolita (1997),Drama|Romance
2026,Disturbing Behavior (1998),Horror|Thriller
2028,Saving Private Ryan (1998),Action|Drama|War
2034,"Black Hole, The (1979)",Children|Sci-Fi
2041,Condorman (1981),Action|Adventure|Children|Comedy
2042,D2: The Mighty Ducks (1994),Children|Comedy
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
2049,"Happiest Millionaire, The (1967)",Comedy|Musical
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
2056,In Search of the Castaways (1962),Adventure|Children
2057,"Incredible Journey, The (1963)",Adventure|Children
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
2059,"Parent Trap, The (1998)",Children|Comedy|Romance
2064,Roger & Me (1989),Documentary
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
2067,Doctor Zhivago (1965),Drama|Romance|War
2069,"Trip to Bountiful, The (1985)",Drama
2071,And the Band Played On (1993),Drama
2072,"'burbs, The (1989)",Comedy
2076,Blue Velvet (1986),Drama|Mystery|Thriller
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
